Location,Indicator,Sector,Units,Scale,Measurement,2024,Source,Seasonally adjusted,Base year price,Base year index,Historical end,Date of last update,Source details,Additional source details,Contact email,Location code,Indicator code
South West,Self employed jobs,Accommodation and food service,Jobs,thousands,Level values,20.11,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEII
South West,Self employed jobs,Administrative and support ,Jobs,thousands,Level values,32.91,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SENN
South West,Self employed jobs,"Agriculture, forestry and fishing",Jobs,thousands,Level values,23.59,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEAA
South West,Self employed jobs,"Arts, entertainment and rec.",Jobs,thousands,Level values,28.45,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SERR
South West,Self employed jobs,Basic metals and metal products,Jobs,thousands,Level values,2.85,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCH
South West,Self employed jobs,Basic pharmaceutical products,Jobs,thousands,Level values,0.47,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCF
South West,Self employed jobs,Chemicals and chemical products,Jobs,thousands,Level values,0.74,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCE
South West,Self employed jobs,Coke and refined petroleum products,Jobs,thousands,Level values,0.05,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCD
South West,Self employed jobs,"Computer, electronic and optical products",Jobs,thousands,Level values,0.94,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCI
South West,Self employed jobs,Construction,Jobs,thousands,Level values,72.18,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEFF
South West,Self employed jobs,Electrical equipment,Jobs,thousands,Level values,0.83,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCJ
South West,Self employed jobs,"Electricity, gas, steam and air ",Jobs,thousands,Level values,0.59,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEDD
South West,Self employed jobs,Financial and insurance ,Jobs,thousands,Level values,6.51,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEKK
South West,Self employed jobs,"Food products, beverages and tobacco",Jobs,thousands,Level values,1.96,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCA
South West,Self employed jobs,Human health and social work ,Jobs,thousands,Level values,38.85,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEQQ
South West,Self employed jobs,Information and communication,Jobs,thousands,Level values,15.77,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEJJ
South West,Self employed jobs,Machinery and equipment nec,Jobs,thousands,Level values,1.81,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCK
South West,Self employed jobs,Manufacturing - Total,Jobs,thousands,Level values,23.96,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECC
South West,Self employed jobs,Mining and quarrying,Jobs,thousands,Level values,0,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEBB
South West,Self employed jobs,Other manufacturing and repair,Jobs,thousands,Level values,5.56,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCM
South West,Self employed jobs,Other service activities,Jobs,thousands,Level values,38.8,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SESS
South West,Self employed jobs,Education,Jobs,thousands,Level values,29.49,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEPP
South West,Self employed jobs,"Professional, scientific and tech",Jobs,thousands,Level values,53.7,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEMM
South West,Self employed jobs,Public administration and defence,Jobs,thousands,Level values,3.69,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEOO
South West,Self employed jobs,Real estate activities,Jobs,thousands,Level values,11.24,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SELL
South West,Self employed jobs,"Rubber, plastic and other non-metallic mineral products",Jobs,thousands,Level values,1.89,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCG
South West,Self employed jobs,"Textiles, wearing apparel and leather products",Jobs,thousands,Level values,1.05,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCB
South West,Self employed jobs,Total,Jobs,thousands,Level values,448.27,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SETT
South West,Self employed jobs,Transport equipment,Jobs,thousands,Level values,3.02,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCL
South West,Self employed jobs,Transportation and storage,Jobs,thousands,Level values,16.29,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEHH
South West,Self employed jobs,Water supply,Jobs,thousands,Level values,0.97,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEEE
South West,Self employed jobs,Wholesale and retail trade,Jobs,thousands,Level values,31.18,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SEGG
South West,Self employed jobs,"Wood, paper products and printing",Jobs,thousands,Level values,2.79,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,SECCC
South West,Claimant count unemployment rate,Whole Economy,% of population aged 16 - 64,,Level values,2.68,National Statistics,FALSE,,,2025,24-Feb-26,"National Statistics, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,UP
South West,Administrative and secretarial,Whole Economy,People,thousands,Level values,247.17,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,ONADM
South West,Associate professional and technical,Whole Economy,People,thousands,Level values,402.75,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,ONTEC
South West,Elementary,Whole Economy,People,thousands,Level values,325.84,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,ONELE
South West,Managers and senior professionals,Whole Economy,People,thousands,Level values,364.03,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,ONMAN
South West,Personal services,Whole Economy,People,thousands,Level values,267.4,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,ONPER
South West,"Process, plant and machine operatives",Whole Economy,People,thousands,Level values,171.66,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK4,ONMAC
